report_no,name,energy,protein,fat,carbohydrate,sugars,sodium,cholesterol,saturated_fat,trans_fat,dietary_fiber
2016016339475,830호밀빵,323.0,9.17,7.16,55.41,8.76,423.0,1.75,2.56,0.0,0.0
20160188178378,7세이버라면,389.0,8.8,13.6,62.4,0.8,1308.0,0.0,6.4,0.0,0.0
20160188178393,K-나드리라면,389.0,8.8,13.6,62.4,0.8,1308.0,0.0,6.4,0.0,0.0
20160200280287,25시 얼큰순살감자탕&밥,93.0,3.87,1.94,14.84,1.29,250.0,2.26,0.47,0.0,0.0
2016020862991,JL 고구마 피자,238.0,15.0,7.4,27.8,4.0,235.0,14.8,4.0,0.2,0.0
20160211170193,(D)국산 동지팥죽,78.0,3.0,0.0,16.0,5.0,157.0,0.0,0.0,0.0,0.0
20160242045277,24결 미니버터크로아상 생지,431.0,6.88,26.88,40.63,9.38,509.0,43.75,8.75,0.44,0.0
20160242045278,24결 크로아상생지,400.0,6.0,28.0,31.0,4.0,360.0,45.0,11.0,0.5,0.0
2016025780755,GVC 셀레늄 동충하초 찻죽,400.0,4.5,6.5,85.0,35.0,425.0,0.0,3.0,0.0,0.0
20160275388440,(냉동)레몬마들렌,429.0,6.0,13.0,72.0,31.0,356.0,36.0,8.0,0.9,0.0
20160275388441,(냉동)얼그레이마들렌,429.0,6.0,13.0,72.0,31.0,356.0,36.0,8.0,0.9,0.0
20160275388442,(냉동)초코마들렌,433.0,7.0,25.0,45.0,24.0,151.0,46.0,12.0,0.8,0.0
20160275388443,(냉동)쇼콜라 휘낭시에,440.0,6.0,28.0,41.0,31.0,61.0,38.0,15.0,0.7,0.0
20160275388444,(냉동)코코넛 휘낭시에,453.0,6.0,33.0,33.0,20.0,78.0,48.0,20.0,0.9,0.0
20160275388445,(냉동)츄러스 휘낭시에,423.0,6.0,27.0,39.0,26.0,76.0,50.0,14.0,1.0,0.0
20160275388446,(냉동)르 휘낭시에,421.0,6.0,29.0,34.0,22.0,82.0,55.0,15.0,1.0,0.0
20160275388497,(냉동)더블퍼지쿠키,440.0,5.0,20.0,60.0,35.0,280.0,22.5,10.0,0.0,0.0
20160275388498,(냉동)크랜베리월넛쿠키,420.0,5.0,20.0,55.0,30.0,370.0,0.0,7.5,0.0,0.0
20160275388499,(냉동)잉글리쉬토피쿠키,440.0,5.0,20.0,60.0,30.0,400.0,20.0,10.0,0.0,0.0
20160275388546,(냉동)아몬드휘낭시에,414.0,11.43,34.29,28.57,2.86,43.0,57.14,14.0,0.86,0.0
20160275388547,(냉동)무화과크림치즈휘낭시에,400.0,8.57,28.57,28.57,11.43,43.0,57.14,13.14,0.86,0.0
20160275388548,(냉동)쑥휘낭시에,386.0,11.43,34.29,28.57,2.86,43.0,57.14,15.14,0.86,0.0
20160275388549,(냉동)흑임자휘낭시에,386.0,11.43,34.29,28.57,2.86,43.0,57.14,14.29,0.86,0.0
20160275388550,(냉동)홍국휘낭시에,386.0,8.57,34.29,28.57,2.86,43.0,57.14,15.14,0.86,0.0
20160294038230,2024너를응원해마카롱,307.0,6.67,20.0,33.33,13.33,320.0,13.33,13.33,0.0,0.0
20160308167181,K-쌈장소스,201.0,2.4,1.0,45.7,21.8,1126.0,0.0,0.1,0.0,0.0
20160320886122,BB치즈볼,306.0,6.0,8.0,53.0,6.0,289.0,35.0,5.0,0.0,0.0
20160338669202,B.E.L.T 베이글,560.0,27.0,19.0,71.0,14.0,1392.0,46.0,7.0,0.2,0.0
20160338669311,B.E.L.T 호밀 샌드위치,199.0,8.33,7.78,23.89,1.67,900.0,11.67,2.44,0.0,0.0
20160338669467,B.E.L.T샌드위치,181.0,7.5,5.5,25.0,4.0,469.0,17.5,2.35,0.0,0.0
2016034700821,HM찰순대,180.0,6.0,7.5,22.0,0.0,330.0,5.0,0.2,0.2,0.0
2016035505038,4번 구워 더 바삭한 그래놀라바,382.0,14.08,3.41,73.87,11.09,126.0,14.31,1.58,0.0,0.0
2016035539611,80겹 페스츄리 꿀약과,498.0,5.0,24.0,66.0,21.0,7.0,0.0,3.4,0.0,0.0
20160364712104,Balboa 오트죽 얼큰라죽,363.0,12.8,8.2,67.3,3.8,1333.0,6.2,2.6,0.0,0.0
201603647123,7곡식 웰빙죽 프리믹스,356.0,7.2,2.0,76.0,4.0,702.0,0.0,0.0,0.0,0.0
20160368324106,8APM 포커스 젤,58.0,3.67,0.43,9.67,9.67,48.0,0.0,0.1,0.0,0.0
2016037230739,3혼합곡물,50.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2016037230759,33혼합곡물,50.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2016037230760,21혼합곡물(굿프렌드),100.0,5.0,5.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0
2016037230762,7혼합곡물(다원),50.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2016037230763,21혼합곡물(한일제과),350.0,15.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
2016037230764,19곡 혼합곡물,500.0,10.0,20.0,100.0,0.0,10.0,10.0,10.0,0.0,0.0
2016037230767,20곡혼합곡물가루,500.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0
2016037230773,25혼합곡물,500.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0
2016037230774,15혼합곡물,500.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0
2016037230779,11혼합곡물,500.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0
20160375275135,GS FRESH 아삭아삭햄치즈샌드위치,224.0,7.04,10.65,25.02,2.88,461.0,9.54,3.4,0.0,0.0
20160375275136,GS FRESH 아삭아삭베이컨샌드위치,198.0,7.98,6.54,26.68,5.51,488.0,12.86,3.79,0.0,0.0
20160375275149,GS FRESH 아삭아삭에그마요샌드위치,207.0,6.21,11.24,20.0,4.14,324.0,44.83,2.14,0.07,0.0
20160467083163,100%착즙유기농레몬즙,32.0,0.4,0.1,7.3,1.6,6.0,0.0,0.0,0.0,0.0
20160471111120,BEBI 유기농 자반스틱,650.0,13.4,56.07,25.91,0.12,737.0,0.0,16.41,0.07,0.0
20160500054296,4가지 햄이 풍성한 햄가득부대찌개,67.0,4.38,3.8,3.73,1.37,610.0,16.21,0.98,0.02,0.0
20160501015283,2000빠다크림빵,373.0,6.92,16.15,49.23,13.08,400.0,26.92,9.23,0.0,0.0
20160501105241,(냉동)내가맛스타,336.0,6.15,16.92,40.0,10.0,360.0,9.23,6.15,0.0,0.0
20160501105242,(냉동)치즈브레드,332.0,6.9,17.24,36.55,10.35,346.0,17.24,6.21,0.0,0.0
20160501105243,(냉동)더블벅,274.0,8.16,12.07,33.1,2.15,433.0,28.39,3.54,0.0,0.0
20160501105244,(냉동)빅불고기치즈벅,272.0,9.77,12.37,30.29,3.5,478.0,33.62,4.09,0.0,0.0
20160518117126,Korea Trusted Quality 알로에,264.0,0.03,0.98,63.69,52.57,65.0,0.0,0.01,0.0,0.0
2016053333655,24K사과주스,56.0,0.26,0.01,13.69,10.66,1.0,0.0,0.01,0.0,0.0
20160541213135,KP피자믹스541,325.0,21.0,21.0,12.0,0.1,494.0,25.0,1.0,0.4,0.0
201605413394,"24종류의 곡물,견과,채소로채운 호두죽",387.0,11.28,4.52,75.28,0.48,772.0,0.56,0.84,0.0,0.0
201605413396,"24종류의곡물,견과,채소로채운죽",387.0,11.28,4.52,75.28,0.48,772.0,0.56,0.84,0.0,0.0
201605413399,"24종류의 곡물,견과,채소로 만든 곡,견,채 누룽지스프",383.0,8.57,2.86,82.86,8.06,240.0,0.0,0.0,0.0,0.0
20160555102370,145에너지 제로,31.0,3.9,0.25,13.3,0.1,4.0,0.0,0.0,0.0,0.0
201606072396,LAVERLAND CRUNCH 아몬드 김스낵,499.0,25.2,24.4,44.8,18.8,462.0,7.2,1.2,0.0,0.0
20160611089124,L-ABC 주스,45.0,1.25,0.0,10.0,6.25,25.0,0.0,0.0,0.0,0.0
20160611357101,GREF토마토주스,29.0,1.0,0.1,5.0,4.0,0.0,0.0,0.0,0.0,0.0
20170084668117,BBQ 샌드위치,208.0,10.0,10.0,19.57,3.04,478.0,26.09,2.61,0.0,0.0
2017008466842,BLTE 샌드위치,203.0,8.0,8.63,23.37,0.26,419.0,59.79,0.58,0.0,0.0
2017025557164,MIX땅콩,505.0,15.0,25.0,56.0,30.0,100.0,0.0,6.0,0.0,0.0
20170275127275,8794 청포도에이드,225.0,0.0,0.0,55.0,52.0,50.0,0.0,0.0,0.0,0.0
20170275127282,8794 레몬에이드,215.0,0.0,0.0,54.0,52.0,60.0,0.0,0.0,0.0,0.0
20170275127288,8794 자몽에이드,215.0,0.0,0.0,54.0,52.0,60.0,0.0,0.0,0.0,0.0
20170275127379,M헛개베이스,196.0,0.39,0.04,48.64,23.77,115.0,0.0,0.01,0.0,0.0
2017027516717,DELIGHT PROJECT 갈릭버터 베이글칩,433.0,10.0,10.0,75.0,30.0,333.0,7.17,6.5,0.0,0.0
2017027516718,DELIGHT PROJECT 허니버터 베이글칩,417.0,10.0,8.33,78.33,31.67,483.0,8.33,4.0,0.0,0.0
2017027516726,DELIGHT PROJECT 리얼피자 베이글칩,433.0,10.0,10.0,75.0,30.0,333.0,7.17,6.5,0.0,0.0
2017027516739,DELIGHT PROJECT 초코시나몬 베이글칩,450.0,10.0,12.0,74.0,28.0,480.0,20.0,7.2,0.0,0.0
2017027516757,DELIGHT PROJECT 애플코코 소보로 베이글칩,500.0,10.0,24.0,62.0,24.0,360.0,10.0,12.0,0.0,0.0
2017027516758,DELIGHT PROJECT 초코디핑 허니버터 베이글칩,427.0,10.1,10.0,74.2,31.4,426.0,6.5,6.6,0.0,0.0
2017027516759,DELICIOUS PROJECT 갈릭디핑 리얼피자 베이글칩,438.0,10.99,10.73,74.49,23.39,602.0,4.58,5.05,0.15,0.0
2017027516760,DELIGHT PROJECT 망고디핑 초코시나몬 베이글칩,454.0,10.39,12.7,74.45,27.26,473.0,23.83,7.17,0.21,0.0
2017027516764,DELIGHT PROJECT 더블치즈 베이글칩,475.0,14.26,18.15,63.71,22.37,641.0,19.52,10.36,0.23,0.0
2017027516765,DELIGHT PROJECT 스모크바베큐 베이글칩,448.0,10.12,13.19,72.14,22.5,758.0,5.01,5.86,0.12,0.0
2017027516766,DELIGHT PROJECT 트러플페퍼 베이글칩,444.0,10.22,11.95,73.83,25.52,569.0,4.8,5.02,0.11,0.0
20170304739156,AOP크로와상,354.0,7.69,18.46,41.54,6.15,354.0,84.62,10.77,0.0,0.0
20170308389485,Maeil Salted Peanut Roll (솔티피넛 롤케이크),325.0,7.93,15.34,38.86,26.94,267.0,7.65,10.08,0.05,2.0
20170308389566,Maeil Salted Peanut Roll (솔티피넛 롤케이크),321.0,8.64,15.11,38.91,19.21,343.0,9.36,5.83,0.02,0.0
2017031141521,(P)맛김치,40.0,2.0,0.7,6.0,1.0,560.0,0.0,0.0,0.0,0.0
2017031141536,(P)겉절이,65.0,3.0,0.9,11.0,5.0,720.0,0.0,0.0,0.0,0.0
2017031141538,(P)백김치,10.0,1.0,0.0,2.0,1.0,420.0,0.0,0.0,0.0,0.0
2017031141546,(P)보쌈김치,64.0,2.0,0.8,12.0,4.0,790.0,0.0,0.0,0.0,0.0
20170330050280,5가지 잡곡식빵,235.0,9.0,5.0,40.0,4.0,500.0,7.0,1.8,0.1,0.0
20170333328236,30일동안茶,34.0,0.1,0.6,8.0,7.0,12.0,0.0,0.0,0.0,0.0
20170333328469,100% 유기농레몬즙,29.0,0.29,0.17,6.57,1.43,0.0,0.0,0.0,0.0,0.0
20170333328470,100% 생강레몬원액,17.0,0.48,0.33,2.86,1.43,0.0,0.0,0.0,0.0,0.0
201703333344,HQC,4.0,0.2,0.0,0.7,0.0,0.0,0.0,0.02,0.0,0.0
20170345374311,FJ마라소스,140.0,15.0,5.0,15.0,5.0,1466.0,2.0,2.0,2.0,0.0
20170347016279,GRS 프리미엄 초코파우더,420.0,11.0,11.0,71.0,49.0,330.0,10.0,7.0,0.0,0.0
20170347016302,JDMR 리얼초코파우더,395.0,10.0,4.9,78.0,47.0,70.0,0.0,3.1,0.0,0.0
20170347060315,GTS 프라이즈 오일,900.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
20170347060334,N 전용유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
201703553432992,BCAA 오리지널 망고,360.0,30.0,0.0,60.0,0.0,20.0,0.0,0.0,0.0,0.0
201703553432993,EAA 요구르트,267.0,66.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0
201703553432994,EAA 매실,267.0,66.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0
201703553432997,EAA 크림소다향,267.0,66.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0
201703553433010,EAA 알로에,267.0,66.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0
201703553433011,EAA 블루베리,340.0,40.0,0.0,53.33,0.0,13.0,0.0,0.0,0.0,0.0
201703553433012,EAA 체리,267.0,66.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0
20170360272357,LA 갈비용 소스,102.0,1.54,1.81,19.82,10.25,722.0,0.0,0.26,0.01,0.0
20170360272404,HI-FIVE 바질 치즈 샌드위치,281.0,12.36,9.03,37.6,2.85,463.0,18.46,4.2,0.06,0.0
20170360272636,HI-FIVE 맥 앤 치즈,183.0,8.39,7.66,20.02,2.14,497.0,21.35,4.39,0.02,0.0
20170360272637,HI-FIVE 페퍼 파스타,224.0,12.71,11.31,17.92,1.12,647.0,30.93,6.46,0.03,0.0
2017037001851,MR.김이 선택한 김스틱,468.0,8.0,18.0,68.0,30.0,370.0,0.0,2.0,0.0,0.0
2017037001852,MR.김이 선택한 콘스틱,440.0,8.0,12.0,74.0,22.0,484.0,0.0,1.7,0.0,0.0
20170372599264,10억 유산균이 들어간 곡물발효효소,400.0,33.33,0.0,66.67,33.33,267.0,0.0,0.0,0.0,0.0
20170372599268,50억 유산균이 들어간 프로바이오틱스 아연,400.0,0.0,0.0,100.0,30.0,100.0,0.0,0.0,0.0,0.0
20170372599269,10억 유산균이 들어간 곡물효소,415.0,15.0,10.0,70.0,20.0,350.0,0.0,5.0,0.0,0.0
20170372599270,10억 유산균이 들어간 양배추 발효효소,400.0,15.0,0.0,70.0,0.0,200.0,0.0,0.0,0.0,0.0
20170372599271,10억 유산균이 들어간 화이트 글루타치온,400.0,10.0,0.0,75.0,40.0,100.0,0.0,0.0,0.0,0.0
20170372599275,10억 유산균이 들어간 속편한 양배추 발효효소,400.0,15.0,0.0,75.0,25.0,200.0,0.0,0.0,0.0,0.0
20170372599297,16곡혼합곡물이 들어간 류신 초유 산양유단백질 프로틴,403.0,58.82,5.88,28.53,13.24,809.0,35.29,2.94,0.0,0.0
20170372599327,10억 유산균이 들어간 뷰티 콜라겐 프로바이오틱스,390.0,5.0,0.0,90.0,25.0,50.0,0.0,0.0,0.0,0.0
20170383088106,ICE BRULEE VANILLA,313.0,2.5,21.25,28.75,23.75,50.0,37.5,12.5,0.0,0.0
20170383088107,ICE BRULEE CHOCOLATE,350.0,2.5,22.5,35.0,25.0,44.0,31.25,15.0,0.0,0.0
20170383088108,ICE BRULEE MATCHA,288.0,2.5,18.75,28.75,25.0,38.0,31.25,13.75,0.0,0.0
20170383088109,ICE BRULEE CARAMEL,325.0,2.5,20.0,33.75,26.25,69.0,31.25,11.25,0.0,0.0
20170383088125,GOLDEN MANGO ICE BRULEE,325.0,2.5,20.0,33.75,26.25,69.0,31.25,11.25,0.0,0.0
2017039414420,Anti-C 현미국수,337.0,7.1,0.1,77.0,0.0,445.0,0.0,0.0,0.0,0.0
20170395062115,Fritz Coffee 꿀꺽꿀꺽,4.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
20170395062179,'얼린' 에이비씨주스 사과&비트&당근,36.0,0.72,0.83,6.67,6.67,34.0,0.0,0.0,0.0,0.0
20170395062272,'얼린' 생 수박주스,37.0,0.73,0.01,8.6,8.5,0.0,0.0,0.0,0.0,0.0
20170395062298,'얼린' 폰칸 감귤주스,45.0,0.5,0.0,10.8,10.1,1.0,0.0,0.0,0.0,0.0
20170395062318,GRS디카페인콜드브루,29.0,1.1,0.1,6.0,0.0,4.0,0.0,0.0,0.0,0.0
2017041506052,4가지맛 통째 바삭 표고버섯칩,475.0,7.0,20.0,67.0,33.0,240.0,0.0,10.0,0.0,13.0
2017041506090,7믹스 그릴채소&병아리콩,55.0,2.0,0.9,10.0,3.0,100.0,0.0,0.0,0.0,0.0
201704150801044,80kcal 고구마꽃맛살 샐러드,58.0,2.17,1.38,11.59,4.35,225.0,3.62,0.15,0.0,0.0
201704150801045,110kcal 허브치킨 샐러드,91.0,7.44,2.81,11.57,3.31,264.0,12.4,0.33,0.0,0.0
201704150801046,120kcal 펌킨치즈 샐러드,88.0,2.94,3.68,13.24,4.41,221.0,7.35,1.47,0.0,0.0
20170415083106,58계란빵,331.0,12.3,8.1,52.1,32.2,157.0,245.7,1.9,0.0,0.0
2017043505218,CCA 더 레드,30.0,1.24,0.1,6.04,5.44,59.0,0.0,0.02,0.0,0.0
20170439048510,CK프로틴볼와사비맛,358.0,56.46,3.06,26.11,6.13,1864.0,1.3,0.47,0.0,0.0
20170439048511,CK프로틴볼초코,390.0,57.81,4.31,29.91,8.25,902.0,7.07,2.35,0.0,0.0
20170439048512,CK프로틴볼카라멜맛,389.0,59.37,3.28,30.43,11.49,1025.0,7.31,1.24,0.03,0.0
20170443338669,Hamburg Steak & Chickpea Oat Rice 함박스테이크와 병아리콩귀리밥,164.0,7.01,3.9,27.19,2.45,177.0,0.88,1.07,0.01,0.0
20170443338670,Chicken Breast Cube & Pulled Pork Rice 닭가슴살큐브와 폴드포크밥,160.0,6.23,3.43,27.93,2.22,325.0,1.3,0.62,0.01,0.0
20170443338682,KIMBAB VEGETABLE JAPCHAE 김밥 야채 잡채,157.0,2.61,1.74,32.61,2.61,126.0,0.0,0.22,0.0,0.0
20170443338683,KIMBAB PLANT-BASED FRIED TOFU & BURDOCK 김밥 유부 우엉,161.0,3.91,3.04,29.57,1.3,278.0,0.0,0.44,0.0,0.0
20170443338684,KIMBAB PLANT-BASED SAUSAGE 김밥 식물성 소세지,157.0,3.48,3.04,29.57,1.3,313.0,0.0,1.74,0.0,0.0
20170443338685,KIMBAB PLANT-BASED TUNA & KIMCHI 김밥 식물성 참치 김치,157.0,2.61,1.74,32.61,2.61,426.0,0.0,0.22,0.0,0.0
20170443338686,KIMBAB PLANT-BASED BULGOGI 김밥 식물성 불고기,174.0,4.78,2.61,32.18,3.91,383.0,0.0,0.44,0.0,0.0
20170443338689,BULGOGI BIBIMBAP 불고기 비빔밥,480.0,13.0,11.0,87.0,7.0,940.0,0.0,1.5,0.0,0.0
20170443338735,Kimchi Tuna Mayo Kimbap 김치참치마요 김밥,136.0,4.55,4.09,21.36,0.91,318.0,4.55,0.68,0.0,0.0
20170449030265,169 아임파인 곡물효소,381.0,12.1,0.1,83.0,43.3,181.0,0.0,0.0,0.0,0.0
20170449030305,2100 글루타치온 콜라겐C,374.0,25.5,0.5,66.9,10.2,84.0,3.6,0.0,0.0,0.0
20170449030374,169 아임초코 곡물효소,381.0,13.65,1.66,77.87,72.36,155.0,1.94,0.52,0.0,0.0
20170449030593,ABC 어게인,381.0,0.6,0.8,92.9,8.6,12.0,0.0,0.2,0.0,0.0
20170449030642,AM 에너지,380.0,1.3,0.0,93.8,37.3,24.0,0.0,0.0,0.0,0.0
20170449030667,100% 유기농 컬리케일,383.0,18.55,6.52,62.52,9.13,183.0,0.0,0.52,0.0,0.0
20170449030688,100% 제주 그린 말차,383.0,28.3,4.4,57.6,1.8,42.0,0.0,0.0,0.0,0.0
20170467026154,6년근고려홍삼정365,256.0,1.3,0.07,62.49,7.56,8.0,0.0,0.0,0.0,0.0
20170467026156,365강홍삼진액골드,333.0,1.57,0.29,81.13,8.91,11.0,0.0,0.03,0.0,0.0
20170467026164,6년근고려홍삼농축진액,335.0,1.09,0.45,81.56,9.11,12.0,0.0,0.02,0.0,0.0
20170467026197,6년근 홍삼정 하루건강스틱,81.0,0.71,0.07,19.28,7.99,9.0,0.0,0.02,0.0,0.0
201704700088,100% 국산맛밤,164.0,2.86,1.86,34.29,8.57,57.0,0.0,0.0,0.0,0.0
2017047204346,Mung Bean Rice Cake Ball Mix (녹두볼떡),210.0,5.0,0.9,45.0,7.0,320.0,0.0,0.0,0.0,0.0
2017047204347,Cheese Rice Cake Ball Mix (치즈볼떡),242.0,4.0,2.0,53.0,3.0,313.0,4.0,1.0,0.0,0.0
20170474063239,"7인의 연구, No.7 면역을 다담다 퀘르세틴 커큐민 브로멜라인 프로폴리스 카테킨",371.0,0.9,0.1,91.6,30.4,42.0,0.0,0.1,0.0,0.0
20170474063245,6년근 깊은 홍삼진액 365스틱,74.0,0.6,0.1,17.6,5.1,7.0,0.0,0.0,0.0,0.0
20170474063381,GNM 베르베린 500,336.0,2.9,2.6,75.2,3.7,225.0,0.0,0.0,0.0,0.0
20170484590120,6년근홍삼구미젤리,310.0,6.0,0.0,72.0,52.0,30.0,0.0,0.0,0.0,0.0
20170487625288,Jr 플레인 쿠헨,446.0,7.14,25.0,50.0,17.86,143.0,160.71,7.14,0.0,0.0
20170487625289,Jr 딸기 쿠헨,446.0,7.14,25.0,42.86,17.86,196.0,196.43,10.71,0.0,0.0
20170487625290,Jr 초코 쿠헨,446.0,7.14,25.0,50.0,25.0,179.0,160.71,7.14,0.0,0.0
20170487625291,Jr 치즈 크림 바움,390.0,8.0,24.0,34.0,22.0,280.0,180.0,10.0,0.4,0.0
20170487625292,Jr 딸기 크림 바움,390.0,8.0,24.0,34.0,22.0,240.0,150.0,10.0,0.4,0.0
20170487625293,Jr 초코 크림 바움,420.0,8.0,26.0,38.0,24.0,70.0,160.0,12.0,0.4,0.0
20170487625298,BR 바움 쇼콜라,452.0,9.13,23.48,51.74,26.52,135.0,152.18,9.13,0.0,0.0
20170487625299,BR 바움 레드벨벳,452.0,7.08,23.34,53.75,25.0,121.0,139.6,8.33,0.0,0.0
20170487625303,BR 바움 쇼콜라 2단,452.0,9.09,23.03,51.52,26.67,136.0,151.53,9.09,0.0,0.0
2017052002390,ABC 주스,57.0,0.36,0.0,13.57,13.57,32.0,0.0,0.0,0.0,0.0
201705331433,ICE꼬아메기빵,301.0,7.02,9.71,46.3,19.11,144.0,6.12,2.97,0.01,0.0
2017053858338,100시간 도라지정과,332.0,2.59,2.59,79.67,16.86,29.0,0.0,0.36,0.0,0.0
2017054356810,(+헴프씨드)연잎밥,156.0,3.87,0.94,33.09,1.26,207.0,0.0,0.17,0.0,0.0
2017054356811,(+헴프씨드)연꽃밥,156.0,3.87,0.94,33.09,1.26,207.0,0.0,0.17,0.0,0.0
20170549035244,2000 바삭 핫도그,275.0,6.25,10.0,40.0,10.0,525.0,12.5,3.0,0.0,0.0
20170549035245,1980 추억의 옛날핫도그,263.0,7.5,7.5,41.25,11.25,675.0,18.75,3.0,0.0,0.0
20170549035246,2020 통모짜렐라 핫도그,330.0,11.25,15.0,37.5,10.0,563.0,18.75,3.13,0.0,0.0
2017055511962,100%착즙 유기농레몬즙,31.0,0.3,0.2,6.9,1.3,1.0,0.0,0.0,0.0,0.0
201706016421,EB-first,31.0,1.62,0.22,12.96,2.3,53.0,1.8,0.4,0.0,0.0
20170607069404,K-FOOD전통너비아니,149.0,6.24,2.54,25.35,2.41,401.0,10.59,0.97,0.03,0.0
20170614111215,K45 유기농레드비트,105.0,2.31,0.0,23.85,0.0,0.0,0.0,0.0,0.0,0.0
20170614111563,6년근 홍삼담은 생녹용보위,57.0,0.15,0.13,13.85,7.23,5.0,0.0,0.0,0.0,0.0
20170614111580,6년근 고려홍삼 진액,29.0,0.29,0.43,6.0,4.57,1.0,0.0,0.14,0.0,0.0
20170614111582,6년근 고려흑홍삼 진액,59.0,0.14,0.14,14.14,7.0,3.0,0.0,0.0,0.0,0.0
20170614111625,K-복분자젤리,195.0,6.98,0.3,40.98,33.16,6.0,0.0,0.0,0.0,0.0
20170614111626,K-복분자원액,278.0,0.3,1.39,66.18,51.81,2.0,0.0,0.0,0.0,0.0
20170614111653,100% 착즙 유기농 레몬,28.0,0.37,1.85,2.47,1.8,7.0,0.0,0.0,0.0,0.0
20170614111667,ALLBIO 유기농 애플 사이다 비니거,4.0,0.12,0.1,0.6,0.0,3.0,0.0,0.02,0.0,0.0
20170614111741,FRAVITA JUST LEMON 100% 유기농 레몬즙 1L,24.0,0.79,0.08,5.03,2.28,1.0,0.0,0.0,0.0,0.0
20170624144432,Full 스팸계란볶음밥,197.0,3.29,9.87,23.68,1.32,503.0,27.63,2.3,0.0,0.0
20170624144510,Full 리챔참치마요,207.0,4.61,9.87,25.0,1.32,383.0,11.18,1.51,0.0,0.0
2017062865921,100%제주감귤착즙,57.0,0.67,0.0,13.67,13.67,38.0,0.0,0.0,0.0,0.0
2017062865946,100%애플비트캐롯주스,41.0,1.0,0.1,9.0,7.33,20.0,0.0,0.1,0.0,0.0
2017062865995,CAFE FRUIT 100%제주풋귤착즙,62.0,0.2,0.23,14.59,9.74,1.0,0.0,0.01,0.0,0.0
2017063205939,GYULMEDAL 윈터프린스 주스,44.0,0.57,0.13,10.07,8.88,1.0,0.0,0.11,0.0,0.0
2017063205955,GYULMEDAL 유기농 청귤즙,26.0,0.8,0.0,5.8,5.8,2.0,0.0,0.0,0.0,0.0
2017063205977,30일 레몬,31.0,0.0,0.1,7.5,2.8,2.0,0.0,0.0,0.0,0.0
2017063205980,GYULMEDAL 유기농 레몬즙,31.0,0.0,0.1,7.5,2.8,2.0,0.0,0.0,0.0,0.0
2017063205983,GYULMEDAL 레드향주스,63.0,0.84,0.14,14.68,13.44,2.0,0.0,0.12,0.0,0.0
2018003360122,JJ(제이제이),248.0,0.31,1.26,48.84,0.0,521.0,0.0,0.31,0.0,0.0
20180040215205,(사각)플레인 휘낭시에,478.0,8.0,30.0,44.0,5.0,448.0,0.0,0.6,0.0,0.0
2018009437512,Dante,431.0,13.7,13.5,63.7,0.0,3.0,0.0,0.0,0.0,0.0
2018009437513,Bresson,431.0,13.7,13.5,63.7,0.0,3.0,0.0,0.0,0.0,0.0
2018009437515,Gori Gesha Forest,430.0,13.7,13.5,63.7,0.0,3.0,0.0,0.0,0.0,0.0
2018009437516,Magnolia,430.0,13.7,13.5,63.7,0.0,3.0,0.0,0.0,0.0,0.0
2018009437517,Decaf,430.0,13.7,13.5,63.7,0.0,3.0,0.0,0.0,0.0,0.0
2018009437520,Hibiscus Bloom,430.0,13.7,13.5,63.7,0.0,3.0,0.0,0.0,0.0,0.0
2018009437521,Doppio,430.0,13.7,13.5,63.7,0.0,3.0,0.0,0.0,0.0,0.0
2018009437522,Heyday,430.0,13.7,13.5,63.7,0.0,3.0,0.0,0.0,0.0,0.0
201800943758,A Small Good Thing,431.0,13.7,13.5,63.7,0.0,3.0,0.0,0.0,0.0,0.0
201800943759,La Mancha,431.0,13.7,13.5,63.7,0.0,3.0,0.0,0.0,0.0,0.0
2018010887622,(생)초코칩페스트리,456.0,7.86,23.31,53.8,12.16,337.0,65.77,15.66,0.74,0.0
201801893885,100% 유기농 야채농장 유기농 당근,58.0,1.05,0.0,12.63,11.58,32.0,0.0,0.0,0.0,0.0
2018018975543,BMC베이커리믹스,339.0,7.42,0.5,76.16,18.43,354.0,0.0,0.13,0.0,0.0
20180203270391,2호2단케익,493.0,5.0,33.0,43.0,30.0,269.0,89.0,1.2,0.0,0.0
