report_no,name,energy,protein,fat,carbohydrate,sugars,sodium,cholesterol,saturated_fat,trans_fat,dietary_fiber
200504150203510,Homeplus signature 곤드레버섯나물밥,127.0,2.67,2.13,24.0,0.89,373.0,0.0,0.27,0.0,0.0
200504150203512,Homeplus signature 낙지볶음밥,161.0,3.78,3.78,27.9,1.89,539.0,16.55,0.43,0.0,0.0
200504150203517,Homeplus signature 날치알이톡톡터지는날치알밥,146.0,3.76,2.35,27.23,0.47,404.0,14.08,0.38,0.0,0.0
200504150203518,Homeplus signature 불곱창깍두기볶음밥,173.0,4.73,3.31,30.73,3.31,416.0,21.28,0.99,0.0,0.0
200504150203520,Homeplus signature 소불고기볶음밥,183.0,4.76,5.24,29.05,1.9,362.0,23.81,0.43,0.0,0.0
200504150203534,Homeplus signature 새우볶음밥,164.0,4.29,4.76,26.19,0.48,371.0,33.33,0.67,0.0,0.0
200504150203931,Homeplus Signature 양송이크림스프,75.0,1.33,5.0,6.0,2.0,193.0,3.33,4.67,0.0,0.0
200504150203936,Homeplus Signature 콘크림스프,87.0,1.33,4.67,10.0,7.67,353.0,13.33,4.0,0.0,0.0
200504150203937,Homeplus Signature 단호박크림스프,108.0,1.33,7.0,10.0,0.67,190.0,10.0,5.67,0.0,0.0
200504150203938,Homeplus Signature 베이컨감자스프,85.0,1.67,5.67,7.0,2.0,243.0,3.33,4.67,0.0,0.0
200504150204272,5mix브런치샐러드 리코타단호박,230.0,3.5,15.5,20.5,10.0,120.0,12.5,5.0,0.18,3.0
200504150204273,5mix브런치샐러드 리코타고구마,183.0,3.0,13.0,14.5,8.0,290.0,90.0,3.5,0.18,2.0
200504150204274,5mix브런치샐러드홍게살콘,143.0,3.0,6.0,21.0,14.0,375.0,7.5,1.5,0.0,4.0
200504150204275,5mix브런치샐러드에그베이컨포테이토,230.0,2.5,15.0,22.5,13.5,105.0,20.0,5.0,0.18,2.5
200504150204365,11곡곤드레나물밥,134.0,3.77,3.02,23.02,1.51,343.0,0.0,0.26,0.0,0.0
200504150204741,91컴퍼니 오리엔탈필라프,205.0,3.67,8.33,28.67,8.33,600.0,13.33,2.67,0.17,0.0
2005041509717,NEW 16곡물 쫀디기,340.0,7.29,3.91,69.0,29.52,589.0,0.0,0.22,0.0,0.0
20050440030152,7곡 쌀칼국수,238.0,5.5,1.0,52.0,2.5,390.0,0.0,0.3,0.0,0.0
20050440030153,7곡 쌀냉면,243.0,5.0,1.0,54.0,1.5,400.0,0.0,0.3,0.0,0.0
20050464198292,7곡미숫가루,415.0,10.0,6.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0
2005048133642,800바 저당 오렌지,38.0,0.0,0.75,20.0,1.25,4.0,0.0,0.75,0.0,2.5
2005048133643,800바 저당 청포도,40.0,0.0,0.88,21.25,3.75,4.0,0.0,0.75,0.0,3.8
20050560470390,MARTKING'S CHOICE 딸기잼,235.0,0.0,0.8,57.0,40.0,15.0,0.0,0.5,0.0,0.0
20050560470403,MARTKING'S CHOICE 꿀유자킹,300.0,0.0,0.0,74.0,30.0,45.0,0.0,0.0,0.0,0.0
20050560470404,MARTKING'S CHOICE 꿀레몬킹,292.0,1.01,0.14,71.67,63.35,41.0,0.0,0.01,0.0,0.0
20050560470405,MARTKING'S CHOICE 꿀생강킹,268.0,0.24,0.14,66.44,51.17,37.0,0.0,0.08,0.0,0.0
20050560470406,MARTKING'S CHOICE 제주한라봉킹,290.0,0.0,0.6,71.0,33.0,35.0,0.0,0.0,0.0,0.0
200505680323,GREEN단무지,12.0,0.36,0.03,2.67,0.8,658.0,0.0,0.02,0.0,0.0
2005057017750,100% 국산콩 두부,100.0,9.0,6.0,2.0,0.0,10.0,0.0,1.0,0.0,0.0
2005057017751,100% 국산콩 순두부,40.0,4.0,1.8,2.0,0.6,20.0,0.0,0.0,0.0,0.0
200506070021745,7첩반상도시락,171.0,5.75,5.98,23.45,2.76,383.0,21.38,1.06,0.0,0.0
200506070021806,1988)오리지널버거,223.0,7.37,11.52,22.58,5.53,458.0,17.51,1.15,0.0,0.0
20050614233406,5가지 재료로만 만든 튀김가루,365.0,8.0,1.5,80.0,0.0,590.0,0.0,0.5,0.0,0.0
2005061708870,60계치킨 전용유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
2005061708874,N 전용유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
20050618037174,1.6자연숙성양조간장,64.0,9.8,0.0,6.3,0.4,6454.0,0.0,0.0,0.0,0.0
20050623056114,"""숨쉬는 연잎밥""",245.0,6.0,1.1,61.0,0.0,110.0,0.0,0.3,0.0,0.0
20060128233111,ENH 아쿠아 게맛살,102.0,7.5,1.5,14.5,2.0,569.0,8.2,0.1,0.0,0.0
200601812661078,L.O.V.E 케이크,435.0,5.0,34.0,32.0,20.0,140.0,90.0,15.0,0.39,0.0
2006019934218,5원 기부하는 참인 도토리묵,35.0,0.78,0.08,7.7,0.0,26.0,0.0,0.02,0.0,0.0
2006019934219,5원 기부하는 참인 동부묵,34.0,0.4,0.02,7.98,0.0,36.0,0.0,0.01,0.0,0.0
2006029417661,BT21 죽염 돌김,600.0,20.0,50.0,20.0,0.0,1165.0,15.0,10.0,0.0,0.0
2006029417662,BT21 올리브유김,600.0,20.0,45.0,25.0,0.0,1205.0,5.0,5.0,0.0,0.0
2006029417663,BT21 김치맛 김,550.0,20.0,45.0,25.0,0.0,2115.0,5.0,5.0,0.0,0.0
2006029417664,BT21 와사비맛김,550.0,20.0,35.0,30.0,0.0,2845.0,5.0,5.0,0.0,0.0
2006031133791,M피자도우,238.0,8.02,3.05,44.68,3.94,353.0,0.0,0.6,0.0,0.0
2006031133794,FD24오븐볼도우,230.0,8.58,1.7,45.05,3.45,272.0,0.0,0.29,0.0,0.0
20060332367181,KING쥐포,346.0,29.45,2.78,50.73,31.06,1517.0,142.21,0.21,0.01,0.0
20060332367182,KING버터오징어,327.0,39.4,1.6,38.7,38.3,757.0,354.3,0.3,0.0,0.0
20060342222131,BNK부드러운모닝빵,318.0,9.0,8.0,52.0,6.0,400.0,0.0,3.5,0.0,0.0
20060342222139,BNK미니버거번,318.0,9.0,8.0,52.0,6.0,400.0,0.0,3.5,0.0,0.0
20060355250132,23 단백질 닭가슴살 샐러드,103.0,14.38,2.06,6.88,4.38,369.0,31.25,0.38,0.0,0.0
200603555312471,CHOCOLATE GARNISH CURVED 커브스 초코가니쉬,392.0,2.5,27.5,33.33,33.33,62.0,4.17,26.67,0.17,0.0
200603555312472,CHOCOLATE GARNISH BISCUIT 초코가니쉬 비스킷,392.0,2.5,27.5,33.33,33.33,62.0,4.17,26.67,0.17,0.0
200603555312515,Fillng Dark Truffle 초콜릿,803.0,7.0,57.0,66.0,62.0,0.0,0.0,45.0,0.0,0.0
20060358197123,30초 간편 김자반무침 만들기,319.0,12.96,14.81,37.96,23.15,1278.0,4.63,1.57,0.0,0.0
20060364111331,Deep 초코츄러스,294.0,6.0,6.0,53.0,13.0,315.0,3.0,2.2,0.0,0.0
20060364634173,21곡 크리스피롤 현미과자,392.0,4.03,2.12,89.24,22.55,10.0,0.0,0.91,0.01,0.0
200603680761001,72시간 발효 잡곡 후르츠 사워도우 깜빠뉴,241.0,7.17,2.74,50.29,3.54,455.0,0.0,0.38,0.0,6.7
200603680761005,72시간 숙성 크리스마스 파네토네,339.0,6.17,12.84,49.73,19.01,291.0,98.11,5.02,0.25,0.0
200603680761006,72시간 카카오 파네토네,376.0,7.76,18.08,45.46,15.92,307.0,93.36,7.76,0.22,0.0
200603680761007,72시간 녹차 파네토네,365.0,8.12,18.22,42.12,11.45,279.0,106.53,9.46,0.33,0.0
200603680761008,72시간 클래식 파네토네,339.0,6.17,12.84,49.73,19.01,291.0,98.11,5.02,0.25,0.0
200603680761009,72시간 발효 저당 사워도우 치아바타,246.0,8.64,3.3,47.74,0.0,388.0,0.0,0.88,0.01,4.4
200603680761010,72시간 발효 저당 컨트리 통밀 깜빠뉴,216.0,8.53,1.16,46.09,1.36,492.0,0.0,0.32,0.0,6.3
200603680761011,72시간 발효 저당 멀티그레인 컨트리 깜빠뉴,234.0,7.15,2.37,48.85,1.07,473.0,0.0,0.59,0.0,5.8
200603680761012,72시간 발효 저당 호밀 사워도우 슬랩,221.0,6.69,0.99,48.39,1.36,520.0,0.0,0.37,0.0,4.4
200603680761013,72시간 발효 저당 호밀통밀 사워도우 슬랩,232.0,7.63,0.99,49.74,0.89,449.0,0.0,0.23,0.0,3.1
200603680761014,72시간 발효 저당 사워도우 슬랩,246.0,8.64,3.3,47.74,0.0,388.0,0.0,0.88,0.01,4.4
200603680761015,72시간 발효 저당 버터 사워도우 슬랩,260.0,6.61,4.34,48.71,1.15,418.0,8.17,2.54,0.11,0.0
200603680761016,72시간 발효 저당 올리브 푸가스,239.0,7.64,4.28,42.5,0.79,520.0,0.0,1.03,0.01,0.0
200603680761017,72시간 발효 저당 토마토 푸가스,257.0,7.63,5.02,45.43,2.28,348.0,0.0,1.22,0.04,0.0
200603680761018,72시간 발효 저당 올리브 가득 치아바타 슬랩,243.0,7.35,5.05,42.01,0.38,512.0,0.0,1.17,0.01,0.0
200603680761019,72시간 발효 호밀 후르츠 사워도우 깜빠뉴,274.0,6.41,4.53,51.96,8.31,409.0,0.0,0.73,0.0,0.0
200603680761020,72시간 저온숙성 클래식 슈톨렌,376.0,6.68,16.6,50.06,25.02,202.0,39.49,8.03,0.43,0.0
200603680761021,72시간 발효 저당 컨트리 통밀 깜빠뉴 하프,216.0,8.53,1.16,46.09,1.36,492.0,0.0,0.32,0.0,6.3
200603680761022,72시간 발효 저당 컨트리 통밀 슬랩 하프,216.0,8.53,1.16,46.09,1.36,492.0,0.0,0.32,0.0,6.3
200603680761023,72시간 발효 저당 멀티그레인 컨트리 깜빠뉴 하프,234.0,7.15,2.37,48.85,1.07,473.0,0.0,0.59,0.0,5.8
200603680761024,72시간 발효 저당 멀티그레인 컨트리 슬랩 하프,234.0,7.15,2.37,48.85,1.07,473.0,0.0,0.59,0.0,5.8
200603680761025,72시간 발효 잡곡 후르츠 사워도우 깜빠뉴 하프,241.0,7.17,2.74,50.29,3.54,455.0,0.0,0.38,0.0,6.7
200603680761026,72시간 발효 저당 호밀 사워도우 슬랩 하프,221.0,6.69,0.99,48.39,1.36,520.0,0.0,0.37,0.0,4.4
200603680761027,72시간 발효 저당 호밀 사워도우 깜빠뉴 하프,221.0,6.69,0.99,48.39,1.36,520.0,0.0,0.37,0.0,4.4
200603680761028,72시간 발효 호밀 후르츠 사워도우 깜빠뉴 하프,274.0,6.41,4.53,51.96,8.31,409.0,0.0,0.73,0.0,0.0
200603680761029,72시간 발효 저당 호밀통밀 사워도우 슬랩 하프,232.0,7.63,0.99,49.74,0.89,449.0,0.0,0.23,0.0,3.1
200603680761030,72시간 발효 저당 호밀통밀 사워도우 깜빠뉴 하프,232.0,7.63,0.99,49.74,0.89,449.0,0.0,0.23,0.0,3.1
200603680761031,72시간 발효 저당 사워도우 슬랩 하프,246.0,8.64,3.3,47.74,0.0,388.0,0.0,0.88,0.01,4.4
200603680761032,72시간 발효 저당 버터 사워도우 슬랩 하프,260.0,6.61,4.34,48.71,1.15,418.0,8.17,2.54,0.11,0.0
200603680761033,72시간 발효 저당 버터 사워도우 깜빠뉴 하프,260.0,6.61,4.34,48.71,1.15,418.0,8.17,2.54,0.11,0.0
200603680761034,72시간 발효 저당 올리브 가득 치아바타 슬랩 하프,243.0,7.35,5.05,42.01,0.38,512.0,0.0,1.17,0.01,0.0
200603680761035,36시간 발효종 순수통밀 슬랩,240.0,11.0,1.3,46.0,2.0,360.0,0.0,0.0,0.0,0.0
200603680761036,72시간 저당 토마토 푸가스1,257.0,7.63,5.02,45.43,2.28,348.0,0.0,1.22,0.04,0.0
200603680761037,72시간 저당 올리브 푸가스1,239.0,7.64,4.28,42.5,0.79,520.0,0.0,1.03,0.01,0.0
200603680761038,72시간 저당 멀티그레인 컨트리 깜빠뉴1,234.0,7.15,2.37,48.85,1.07,473.0,0.0,0.59,0.0,5.8
200603680761039,72시간 저당 컨트리 통밀 깜빠뉴1,216.0,8.53,1.16,46.09,1.36,492.0,0.0,0.32,0.0,6.3
200603680761044,72시간 발효종 콩 브리오슈 식빵,296.0,8.14,11.29,40.53,14.12,253.0,76.36,6.04,0.23,0.0
200603680761045,72시간 발효종 콩 브리오슈 낭테르,296.0,8.14,11.29,40.53,14.12,253.0,76.36,6.04,0.23,0.0
200603680761046,72시간 저당 호밀통밀 사워도우 슬랩1,232.0,7.63,0.99,49.74,0.89,449.0,0.0,0.23,0.0,3.1
200603680761047,72시간 저당 호밀 사워도우 슬랩1,221.0,6.69,0.99,48.39,1.36,416.0,0.0,0.37,0.0,4.4
200603680761048,72시간 저당 버터 사워도우 슬랩1,260.0,6.61,4.34,48.71,1.15,418.0,8.17,2.54,0.11,0.0
200603680761049,72시간 저당 사워도우 슬랩1,246.0,8.64,3.3,47.74,0.0,388.0,0.0,0.88,0.01,4.4
20060368076973,72시간 저당 컨트리 통밀 깜빠뉴,240.0,11.0,1.3,46.0,2.0,360.0,0.0,0.0,0.0,0.0
20060368076974,72시간 저당 멀티그레인 컨트리 깜빠뉴,245.0,7.0,2.4,48.9,1.1,473.0,0.0,0.6,0.0,0.0
20060368076975,72시간 저당 호밀 사워도우 슬랩,229.0,6.69,0.99,48.39,1.36,520.0,0.0,0.37,0.0,0.0
20060368076976,72시간 저당 호밀통밀 사워도우 슬랩,238.0,7.63,0.99,49.74,0.89,449.0,0.0,0.23,0.0,0.0
20060368076977,72시간 저당 사워도우 슬랩,255.0,8.64,3.3,47.74,0.0,388.0,0.0,0.88,0.0,0.0
20060368076978,72시간 저당 버터 사워도우 슬랩,260.0,6.61,4.34,48.71,1.15,418.0,8.17,2.54,0.11,0.0
20060368076979,72시간 저당 올리브 푸가스,239.0,7.64,4.28,42.5,0.79,520.0,0.0,1.03,0.01,0.0
20060368076980,72시간 저당 토마토 푸가스,257.0,7.63,5.02,45.43,2.28,348.0,0.0,1.22,0.04,0.0
20060368076981,72시간 발효 저당 컨트리 통밀 슬랩,216.0,8.53,1.16,46.09,1.36,492.0,0.0,0.32,0.0,6.3
20060368076982,72시간 발효 저당 멀티그레인 컨트리 슬랩,234.0,7.15,2.37,48.85,1.07,473.0,0.0,0.59,0.0,5.8
20060368076983,72시간 발효 저당 호밀 사워도우 깜빠뉴,221.0,6.69,0.99,48.39,1.36,520.0,0.0,0.37,0.0,4.4
20060368076984,72시간 발효 저당 호밀통밀 사워도우 깜빠뉴,232.0,7.63,0.99,49.74,0.89,449.0,0.0,0.23,0.0,3.1
20060368076985,72시간 발효 저당 버터 사워도우 깜빠뉴,260.0,6.61,4.34,48.71,1.15,418.0,8.17,2.54,0.11,0.0
20060368076986,72시간 발효 저당 호밀 사워도우 피칸 깜빠뉴,284.0,7.91,10.87,43.65,0.57,422.0,0.0,1.42,0.01,10.1
20060368076987,72시간 발효 저당 오레가노 슬랩,225.0,7.11,2.35,43.81,0.38,357.0,0.0,0.76,0.01,0.0
20060368076988,72시간 발효 사워도우 무화과 치아바타,253.0,7.33,3.4,51.56,12.63,356.0,0.0,0.47,0.01,6.5
20060368076989,72시간 발효 저당 사워도우 올리브 치아바타,223.0,6.81,6.42,37.22,0.0,519.0,0.0,1.3,0.01,5.5
20060368135484,BNK호두바게트,363.0,10.8,7.6,63.6,7.2,442.0,1.6,0.32,0.0,0.0
20060368135486,BNK 잡곡호기빵,242.0,8.56,4.0,43.0,2.56,470.0,16.33,1.89,0.0,0.0
20060368135655,BNK크림치즈케익(16분할),342.0,5.43,23.29,27.58,16.15,130.0,60.3,12.86,0.29,0.0
200603760268,DMZ버섯초,62.0,0.15,0.01,15.35,8.54,11.0,0.0,0.01,0.0,0.0
20060392118327,D정이고추장더덕(팩),166.0,3.93,3.36,30.03,14.64,845.0,0.0,0.4,0.0,0.0
20060392118542,JE소고기장조림,97.0,10.65,1.15,10.95,5.2,904.0,20.44,0.28,0.0,0.0
20060392118543,JE돼지고기장조림,91.0,10.91,1.08,9.43,1.28,719.0,28.46,0.37,0.0,0.0
20060415215290,D-리보오스샷,85.0,0.0,0.0,21.34,18.29,3.0,0.0,0.0,0.0,0.0
20060445110612,12000 하이 콜라겐,154.0,24.0,0.14,14.0,10.0,60.0,0.0,0.0,0.0,0.0
20060445110676,9시 35분 콜라겐파우더,382.0,52.18,0.47,42.21,40.51,114.0,0.0,0.14,0.0,0.0
20060445110765,239 아르기닌,180.0,21.83,0.03,23.07,3.31,18.0,0.0,0.02,0.0,0.0
20060445110882,99죽염포도당 플러스+,325.0,6.71,0.67,73.08,61.65,2495.0,0.0,0.55,0.0,0.0
20060445110894,ABC 프로틴,380.0,22.77,0.73,70.5,19.2,376.0,0.0,0.17,0.01,0.0
20060445110899,Lubylab Re:new Triple Collagen Prolastin 5000 루비랩 리뉴 트리플 콜라겐 프로라스틴 5000,136.0,19.37,0.21,14.22,7.75,50.0,0.33,0.03,0.01,0.0
20060445194680,ASMR매콤크림면,176.0,4.14,3.79,31.38,1.03,321.0,8.62,1.59,0.0,0.0
20060445211131,1등급 콩으로 만든 100% 국산콩 순두부,45.0,4.29,2.3,2.0,0.34,18.0,0.0,0.15,0.0,0.0
20060445211147,1등급 콩으로 만든 100% 국산콩 촌두부,85.0,8.0,4.5,3.0,0.0,5.0,0.0,0.3,0.0,0.0
20060445211149,1등급콩 한컵 순두부,45.0,4.29,2.28,2.0,0.34,18.0,0.0,0.15,0.0,0.0
20060445211151,1등급 우리콩 순두부,49.0,4.25,2.5,2.25,0.38,20.0,0.0,0.18,0.0,0.0
200604452191250,(롯데GRS) 곰탕육수,25.0,2.0,0.0,4.0,3.0,2250.0,0.0,0.0,0.0,0.0
2006046102046,Australife,472.0,25.0,27.78,33.33,12.5,194.0,97.22,16.67,0.0,8.3
20060464021293,45도 과일잼 딸기,205.0,0.5,0.0,50.0,46.0,10.0,0.0,0.0,0.0,0.0
20060464021294,45도 과일잼 블루베리,185.0,0.0,0.0,45.0,42.0,0.0,0.0,0.0,0.0,0.0
20060464021604,30% SUGAR Down 딸기잼,170.0,0.5,0.0,42.0,40.0,20.0,0.0,0.0,0.0,0.0
20060464021645,LOW&CUT Original 저당 애사비,15.0,0.1,0.02,23.0,1.0,50.0,0.0,0.0,0.0,0.8
20060464021647,LOW&CUT Peach Chamomile 저당 애사비,15.0,0.22,0.04,22.0,1.0,50.0,0.0,0.0,0.0,0.8
2006046726529,6년근고려홍삼절편삼,264.0,1.2,0.85,62.8,0.0,0.0,0.0,0.0,0.0,0.0
20060471148670,BBQ떡볶이,151.0,3.74,2.2,29.01,7.25,512.0,3.3,0.4,0.0,0.0
20060506724460,ASC 흰다리 새우살,47.0,9.67,0.9,0.0,0.0,473.0,35.0,0.3,0.0,0.0
20060512128238,Good's 파워온 자몽,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
2006051212833,Good's 파워온 레몬,37.0,0.0,0.0,9.13,7.39,18.0,0.0,0.0,0.0,0.0
20060515035174,99칼로리칩 애플시나몬,330.0,16.67,6.33,60.0,6.67,1433.0,0.0,3.0,0.0,16.7
2006057100717,KOMBUCHA(콤부차),50.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0
20060622020217,HIU 산양유 고단백질,120.0,0.0,3.7,18.9,4.8,57.0,0.0,3.1,0.0,0.0
2006062401228,KING matcha 말차 에스프레소,70.0,1.5,2.0,11.5,9.0,38.0,5.0,1.25,0.25,0.0
200606272931175,2025 해치뉴이어 케이크,395.0,5.0,28.0,35.0,24.0,140.0,75.0,12.0,0.16,0.0
200700565442303,D절단명이나물,69.0,1.7,0.31,14.8,7.8,860.0,0.0,0.0,0.0,0.0
200700565442396,79양파절임,92.0,1.0,0.0,21.0,16.0,807.0,0.0,0.0,0.0,0.0
200701561811019,BNK 부드러운 식빵,280.0,8.0,4.8,51.0,7.0,570.0,0.0,2.4,0.1,0.0
20070156181935,BNK부드러운곡물식빵,281.0,8.0,5.0,51.0,8.0,530.0,2.0,2.0,0.2,0.0
20070199457138,3색탄산캔디,455.0,1.0,13.0,82.0,50.0,85.0,5.0,11.0,0.0,0.0
20070205409181,Chunky 페페로니 Pizza,238.0,9.59,7.6,32.84,2.99,443.0,13.11,3.7,0.0,0.0
20070208179569,(초코)우리밀산타곰키리쉬,333.0,3.33,17.67,40.0,20.0,157.0,83.33,11.0,0.0,0.0
20070208179572,(새학기)우리밀헬로포니,340.0,4.0,16.4,44.0,25.2,140.0,100.0,7.2,0.0,0.0
20070263506145,BNK 티라미수,272.0,5.0,15.83,27.5,17.5,157.0,224.16,10.0,0.17,0.0
20070263506275,BNK달달초콜릿케이크,350.0,8.18,22.73,28.18,20.0,119.0,157.27,10.91,0.18,0.0
20070263506283,BNK더블티라미수롤,336.0,4.21,24.21,25.26,15.79,115.0,89.47,13.68,0.21,0.0
20070263506300,BNK애플망고롤케이크,290.0,4.44,18.89,25.56,20.0,134.0,85.56,14.44,0.22,0.0
20070263506307,BNK제주한라봉 크림카스테라,292.0,3.33,19.17,26.67,15.83,113.0,80.0,10.83,0.17,0.0
20070263506308,BNK제주한라봉롤케이크,287.0,4.44,20.0,22.22,18.89,117.0,105.56,12.22,0.22,0.0
20070263506309,BNK스노우루프케이크,328.0,5.0,22.5,26.25,17.5,121.0,105.0,15.0,0.25,0.0
200702751171153,5단 턱돌이 버거,276.0,10.89,14.07,26.45,8.8,491.0,22.2,5.0,0.05,0.0
200703582241417,B7 ACTIVE 맥주효모 비오틴,403.0,18.77,4.81,71.09,0.14,32.0,0.0,3.9,0.0,0.0
2007035826271,HK등심치즈말이(국내산),205.0,21.93,10.49,6.55,0.26,133.0,48.35,6.2,0.23,0.0
2007035826272,HK등심치즈말이(수입산),205.0,21.93,10.49,6.55,0.26,133.0,48.35,6.2,0.23,0.0
2007035826273,HK치즈돈까스250,213.0,15.4,7.82,19.57,0.74,373.0,25.05,3.6,0.11,0.0
2007035826282,HK등심치즈롤까스,209.0,18.26,9.5,12.5,0.54,390.0,28.38,4.83,0.17,0.0
2007040000352,4색눈꽃유과1호,401.0,3.7,6.9,80.9,22.2,16.0,0.0,0.8,0.1,0.0
20070435069681,6년근 고려진홍삼골드,18.0,0.0,0.0,4.29,2.86,14.0,0.0,0.0,0.0,0.0
20070435069761,6년근 홍삼진액 본,21.0,0.0,0.0,5.71,2.86,0.0,0.0,0.0,0.0,0.0
200704351771257,BBQ 마라핫소스,250.0,1.76,0.95,58.64,24.37,1046.0,0.0,0.33,0.0,0.0
200704351771258,BBQ 양념치킨소스,272.0,1.2,0.28,66.18,40.29,670.0,0.0,0.08,0.01,0.0
200704351771259,BBQ 자메이카소떡만나소스,243.0,1.42,0.57,58.15,28.81,1061.0,0.0,0.13,0.03,0.0
200704431101010,K-삼합커피,83.0,2.8,1.6,14.3,12.9,68.0,5.7,1.13,0.02,0.0
200704431101016,JAMMUK 끄링물,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200704431101017,Fruto Fruta 피치워터,0.0,0.01,0.0,0.09,0.0,35.0,0.0,0.0,0.0,0.0
200704431101018,Fruto Fruta 레몬워터,0.0,0.01,0.0,0.06,0.0,35.0,0.0,0.0,0.0,0.0
20070443110267,Maxim 에스프레소 T.O.P 심플리 스무스 블랙,2.0,0.0,0.0,0.42,0.0,1.0,0.0,0.0,0.0,0.0
20070443110269,Maxim 에스프레소 T.O.P 심플리 스무스 스위트 아메리카노,15.0,0.0,0.0,3.75,3.75,1.0,0.0,0.0,0.0,0.0
20070443110270,Maxim 에스프레소 T.O.P 심플리 스무스 라떼,54.0,1.25,2.04,7.5,7.5,38.0,4.17,1.29,0.0,0.0
20070443110378,MAXWELL HOUSE 라떼,39.0,0.6,0.9,7.2,7.2,9.0,3.0,0.5,0.0,0.0
20070443110379,MAXWELL HOUSE 마스터 블랙,2.0,0.15,0.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0
20070443110455,MAXWELL HOUSE 마스터 스위트 블랙,14.0,0.15,0.0,3.4,3.2,2.0,0.0,0.0,0.0,0.0
20070443110546,MAXWELL HOUSE 마스터 바닐라 블랙,17.0,0.15,0.0,4.2,4.0,2.0,0.0,0.0,0.0,0.0
20070443110778,KRAZY TIGER ICE SPICY COOLING DRINK(아이스 스파이시 쿨링 음료),19.0,0.04,0.16,4.37,1.4,12.0,0.0,0.02,0.0,0.0
20070443110884,HJ 호박팥차,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
20070443110927,British Platform 블랙아메리카노,3.0,0.22,0.0,0.6,0.01,4.0,0.0,0.0,0.0,0.0
20070443110928,British Platform 헤이즐넛아메리카노,15.0,0.2,0.0,3.54,3.05,12.0,0.0,0.0,0.0,0.0
20070443110936,HJ 유근피차,0.0,0.0,0.0,0.1,0.0,3.0,0.0,0.0,0.0,0.0
20070443110973,3분 단백질 다크초코맛,64.0,7.88,0.51,6.87,1.37,42.0,5.41,0.16,0.0,0.0
20070445019212,HIMNaeGo 크랜베리바,382.0,5.59,2.41,84.42,31.57,208.0,0.0,1.97,0.0,0.0
